alpha_2,alpha_3,analytics_storage,brand,browser,current_progress,engagement_time_msec,event_origin,event_time,event_type,flag,ga_session_id,install_store,localization_id,location,model,model_number,name,numeric,official_name,os,place,selection,session_number,specification,state,user_action_detail,user_id,user_params/brand,user_params/campaign_name,user_params/context,user_params/dclid,user_params/gclid,user_params/is_active_user,user_params/marketing_id,user_params/medium,user_params/model,user_params/model_number,user_params/os,user_params/source,user_params/specification,user_params/srsltid,user_params/term,user_params/transaction_id,value
BE,BEL,Yes,Apple,,,17754.0,auto,1703217758817,App Closed,🇧🇪,,Null,es,Notifications,iPhone,8,Belgium,56,Kingdom of Belgium,iOS,-1.0,,,X,5.0,,kql7PJPvPj0UJYFE,Apple,,,,,,cQbPoB60nhNB,,iPhone,8,iOS,,X,,,,20.0
AT,AUT,Yes,Apple,,,2501.0,auto,1703217819541,Search Initiated,🇦🇹,{{ga-sid}},Null,es,,iPhone,15,Austria,40,Republic of Austria,iOS,3.0,TRUE,-1,Max,9.0,Viewed User Profile,CULtpgQcRLhJNBD6,Apple,,,,,,bOZFC6iYPut7,,iPhone,15,iOS,,Max,,,,66.0
AT,AUT,Yes,Apple,,,41625.0,auto,1703217849307,Content Viewed,🇦🇹,,Null,en,,iPhone,9,Austria,40,Republic of Austria,iOS,34.0,,-1,Max,0.0,,nEd3jqmnL7eOoOgq,Apple,,,,,,aOPLgUFvuqXw,,iPhone,9,iOS,,Max,,,,18.0
CA,CAN,Yes,Apple,,,66920.0,auto,1703217856661,Long Press,🇨🇦,,Null,es,,iPhone,16,Canada,124,,iOS,-1.0,,,X,4.0,Clicked Advertisement,0qHsECLhfA8HHukD,Apple,,,,,,fH4o4M01jfsR,,iPhone,16,iOS,,X,,,,77.0
AT,AUT,Yes,Apple,,,59346.0,auto,1703217887695,Swipe,🇦🇹,,Null,en,,iPhone,15,Austria,40,Republic of Austria,iOS,3.0,,-1,Max,5.0,,CULtpgQcRLhJNBD6,Apple,,,,,,bOZFC6iYPut7,,iPhone,15,iOS,,Max,,,,70.0
BE,BEL,Yes,Apple,,,93957.0,auto,1703217922086,App Opened,🇧🇪,,Null,en,Home Screen,iPhone,10,Belgium,56,Kingdom of Belgium,iOS,3.0,,-1,Max,7.0,,dSSCRg7aw4X2na79,Apple,,,,,,dlCxVB7X9WOw,,iPhone,10,iOS,,Max,,,,26.0
BE,BEL,Yes,Apple,,,38668.0,auto,1703217965681,Content Viewed,🇧🇪,,Null,en,,iPhone,10,Belgium,56,Kingdom of Belgium,iOS,-1.0,,-1,Max,7.0,,dSSCRg7aw4X2na79,Apple,,,,,,dlCxVB7X9WOw,,iPhone,10,iOS,,Max,,,,66.0
BE,BEL,Yes,Apple,,,3668.0,auto,1703217966356,Content Viewed,🇧🇪,,Null,en,,iPhone,10,Belgium,56,Kingdom of Belgium,iOS,8.0,,,Max,0.0,Shared Content,dSSCRg7aw4X2na79,Apple,,,,,,dlCxVB7X9WOw,,iPhone,10,iOS,,Max,,,,37.0
BE,BEL,Yes,Apple,,,48837.0,auto,1703217997667,Click,🇧🇪,,Null,es,,iPhone,10,Belgium,56,Kingdom of Belgium,iOS,3.0,,-1,Max,8.0,Checked Notifications,dSSCRg7aw4X2na79,Apple,,,,,,dlCxVB7X9WOw,,iPhone,10,iOS,,Max,,,,96.0
BE,BEL,Yes,Apple,,,49043.0,auto,1703218065146,Click,🇧🇪,,Null,es,,iPhone,8,Belgium,56,Kingdom of Belgium,iOS,8.0,TRUE,-1,X,4.0,,kql7PJPvPj0UJYFE,Apple,,,,,,cQbPoB60nhNB,,iPhone,8,iOS,,X,,,,27.0
BE,BEL,Yes,Apple,,,54906.0,auto,1703218181851,Content Viewed,🇧🇪,,Null,en,,iPhone,10,Belgium,56,Kingdom of Belgium,iOS,34.0,,,Max,2.0,Toggled Dark Mode,dSSCRg7aw4X2na79,Apple,,,,,,dlCxVB7X9WOw,,iPhone,10,iOS,,Max,,,,31.0
BE,BEL,Yes,Apple,,,80970.0,auto,1703218207948,Swipe,🇧🇪,{{ga-sid}},Null,es,,iPhone,8,Belgium,56,Kingdom of Belgium,iOS,34.0,,-1,X,2.0,,kql7PJPvPj0UJYFE,Apple,,,,,,cQbPoB60nhNB,,iPhone,8,iOS,,X,,,,44.0
AT,AUT,Yes,Apple,,,88052.0,auto,1703218362214,Scroll,🇦🇹,,Null,es,Home Screen,iPhone,9,Austria,40,Republic of Austria,iOS,34.0,,-1,Max,0.0,,nEd3jqmnL7eOoOgq,Apple,,,,,,aOPLgUFvuqXw,,iPhone,9,iOS,,Max,,,,44.0
AT,AUT,Yes,Apple,,,33968.0,auto,1703218371108,Click,🇦🇹,,Null,en,,iPhone,15,Austria,40,Republic of Austria,iOS,34.0,,-1,Max,6.0,Searched,CULtpgQcRLhJNBD6,Apple,,,,,,bOZFC6iYPut7,,iPhone,15,iOS,,Max,,,,47.0
CA,CAN,Yes,Apple,,,2883.0,auto,1703218372098,Click,🇨🇦,,Null,es,Settings,iPhone,16,Canada,124,,iOS,-1.0,TRUE,,X,3.0,Shared Content,0qHsECLhfA8HHukD,Apple,,,,,,fH4o4M01jfsR,,iPhone,16,iOS,,X,,,,69.0
AT,AUT,Yes,Apple,,,97043.0,auto,1703218481407,Content Viewed,🇦🇹,,Null,es,,iPhone,15,Austria,40,Republic of Austria,iOS,3.0,,-1,Max,5.0,Searched,CULtpgQcRLhJNBD6,Apple,,,,,,bOZFC6iYPut7,,iPhone,15,iOS,,Max,,,,79.0
BE,BEL,Yes,Apple,,,20429.0,auto,1703218519252,Long Press,🇧🇪,,Null,es,Notifications,iPhone,10,Belgium,56,Kingdom of Belgium,iOS,3.0,,-1,Max,9.0,,dSSCRg7aw4X2na79,Apple,,,,,,dlCxVB7X9WOw,,iPhone,10,iOS,,Max,,,,50.0
BE,BEL,Yes,Apple,,,98916.0,auto,1703218620136,Search Initiated,🇧🇪,,Null,en,,iPhone,10,Belgium,56,Kingdom of Belgium,iOS,3.0,,,Max,3.0,,dSSCRg7aw4X2na79,Apple,,,,,,dlCxVB7X9WOw,,iPhone,10,iOS,,Max,,,,78.0
CA,CAN,Yes,Apple,,,57427.0,auto,1703218635430,Long Press,🇨🇦,,Null,en,Home Screen,iPhone,16,Canada,124,,iOS,-1.0,,,X,2.0,,0qHsECLhfA8HHukD,Apple,,,,,,fH4o4M01jfsR,,iPhone,16,iOS,,X,,,,44.0
BE,BEL,Yes,Apple,,,1373.0,auto,1703218729070,Long Press,🇧🇪,{{ga-sid}},Null,es,,iPhone,13,Belgium,56,Kingdom of Belgium,iOS,34.0,,-1,Max,4.0,,is3FOyN7UWcCDDCB,Apple,,,,,,dvC8sDlYUk4M,,iPhone,13,iOS,,Max,,,,90.0
AT,AUT,Yes,Apple,,,24313.0,auto,1703218778457,Content Viewed,🇦🇹,,Null,es,,iPhone,9,Austria,40,Republic of Austria,iOS,-1.0,,,Max,7.0,Searched,nEd3jqmnL7eOoOgq,Apple,,,,,,aOPLgUFvuqXw,,iPhone,9,iOS,,Max,,,,92.0
AT,AUT,Yes,Apple,,,98436.0,auto,1703218795807,Scroll,🇦🇹,,Null,es,,iPhone,15,Austria,40,Republic of Austria,iOS,8.0,,,Max,0.0,,CULtpgQcRLhJNBD6,Apple,,,,,,bOZFC6iYPut7,,iPhone,15,iOS,,Max,,,,41.0
CA,CAN,Yes,Apple,,,39164.0,auto,1703218804552,App Opened,🇨🇦,,Null,es,,iPhone,16,Canada,124,,iOS,8.0,,,X,4.0,,0qHsECLhfA8HHukD,Apple,,,,,,fH4o4M01jfsR,,iPhone,16,iOS,,X,,,,53.0
BE,BEL,Yes,Apple,,,21707.0,auto,1703219011548,Click,🇧🇪,,Null,en,,iPhone,10,Belgium,56,Kingdom of Belgium,iOS,-1.0,,,Max,0.0,,dSSCRg7aw4X2na79,Apple,,,,,,dlCxVB7X9WOw,,iPhone,10,iOS,,Max,,,,84.0
BE,BEL,Yes,Apple,,,70576.0,auto,1703219295415,Scroll,🇧🇪,,Null,en,Home Screen,iPhone,10,Belgium,56,Kingdom of Belgium,iOS,3.0,,,Max,4.0,,dSSCRg7aw4X2na79,Apple,,,,,,dlCxVB7X9WOw,,iPhone,10,iOS,,Max,,,,93.0
BE,BEL,Yes,Apple,,,69714.0,auto,1703219317712,App Opened,🇧🇪,,Null,en,,iPhone,13,Belgium,56,Kingdom of Belgium,iOS,-1.0,,,Max,7.0,Checked Notifications,is3FOyN7UWcCDDCB,Apple,,,,,,dvC8sDlYUk4M,,iPhone,13,iOS,,Max,,,,67.0
BE,BEL,Yes,Apple,,,74887.0,auto,1703219362199,Scroll,🇧🇪,,Null,en,Feed,iPhone,10,Belgium,56,Kingdom of Belgium,iOS,8.0,TRUE,,Max,5.0,,dSSCRg7aw4X2na79,Apple,,,,,,dlCxVB7X9WOw,,iPhone,10,iOS,,Max,,,,55.0
BE,BEL,Yes,Apple,,,88006.0,auto,1703219378433,Click,🇧🇪,,Null,en,Search Results,iPhone,10,Belgium,56,Kingdom of Belgium,iOS,3.0,,-1,Max,4.0,,dSSCRg7aw4X2na79,Apple,,,,,,dlCxVB7X9WOw,,iPhone,10,iOS,,Max,,,,32.0
BE,BEL,Yes,Apple,,,21820.0,auto,1703219383665,App Opened,🇧🇪,{{ga-sid}},Null,en,,iPhone,12,Belgium,56,Kingdom of Belgium,iOS,3.0,,,,6.0,,FUBxKf7JtqUgyzg6,Apple,,,,,,cO0tcA7VgSzZ,,iPhone,12,iOS,,,,,,24.0
AT,AUT,Yes,Apple,,,33650.0,auto,1703219415766,Content Shared,🇦🇹,,Null,es,,iPhone,15,Austria,40,Republic of Austria,iOS,-1.0,,-1,Max,8.0,,CULtpgQcRLhJNBD6,Apple,,,,,,bOZFC6iYPut7,,iPhone,15,iOS,,Max,,,,20.0
CA,CAN,Yes,Apple,,,7819.0,auto,1703219446724,Content Viewed,🇨🇦,,Null,es,,iPhone,16,Canada,124,,iOS,3.0,,,X,4.0,Toggled Dark Mode,0qHsECLhfA8HHukD,Apple,,,,,,fH4o4M01jfsR,,iPhone,16,iOS,,X,,,,70.0
CA,CAN,Yes,Apple,,,91631.0,auto,1703219550269,Search Initiated,🇨🇦,,Null,es,,iPhone,16,Canada,124,,iOS,34.0,,,X,8.0,,0qHsECLhfA8HHukD,Apple,,,,,,fH4o4M01jfsR,,iPhone,16,iOS,,X,,,,43.0
AT,AUT,Yes,Apple,,,78881.0,auto,1703219605355,App Opened,🇦🇹,,Null,es,Notifications,iPhone,15,Austria,40,Republic of Austria,iOS,34.0,,-1,Max,4.0,,CULtpgQcRLhJNBD6,Apple,,,,,,bOZFC6iYPut7,,iPhone,15,iOS,,Max,,,,59.0
AT,AUT,Yes,Apple,,,84254.0,auto,1703219628351,Scroll,🇦🇹,,Null,en,,iPhone,9,Austria,40,Republic of Austria,iOS,8.0,,,Max,6.0,Searched,nEd3jqmnL7eOoOgq,Apple,,,,,,aOPLgUFvuqXw,,iPhone,9,iOS,,Max,,,,37.0
BE,BEL,Yes,Apple,,,14478.0,auto,1703219711982,Scroll,🇧🇪,,Null,en,Home Screen,iPhone,10,Belgium,56,Kingdom of Belgium,iOS,8.0,,,Max,9.0,,dSSCRg7aw4X2na79,Apple,,,,,,dlCxVB7X9WOw,,iPhone,10,iOS,,Max,,,,78.0
BE,BEL,Yes,Apple,,,18275.0,auto,1703219980901,Scroll,🇧🇪,,Null,es,,iPhone,10,Belgium,56,Kingdom of Belgium,iOS,3.0,,,Max,2.0,,dSSCRg7aw4X2na79,Apple,,,,,,dlCxVB7X9WOw,,iPhone,10,iOS,,Max,,,,19.0
CA,CAN,Yes,Apple,,,99225.0,auto,1703220362596,Content Viewed,🇨🇦,,Null,es,,iPhone,16,Canada,124,,iOS,34.0,TRUE,-1,X,1.0,,0qHsECLhfA8HHukD,Apple,,,,,,fH4o4M01jfsR,,iPhone,16,iOS,,X,,,,29.0
CA,CAN,Yes,Apple,,,3091.0,auto,1703220517734,Content Shared,🇨🇦,,Null,es,Notifications,iPhone,16,Canada,124,,iOS,34.0,,,X,8.0,,0qHsECLhfA8HHukD,Apple,,,,,,fH4o4M01jfsR,,iPhone,16,iOS,,X,,,,24.0
BE,BEL,Yes,Apple,,,97468.0,auto,1703220692806,Long Press,🇧🇪,,Null,en,,iPhone,10,Belgium,56,Kingdom of Belgium,iOS,8.0,,,Max,7.0,,dSSCRg7aw4X2na79,Apple,,,,,,dlCxVB7X9WOw,,iPhone,10,iOS,,Max,,,,57.0
AT,AUT,Yes,Apple,,,48417.0,auto,1703220763477,Search Initiated,🇦🇹,,Null,es,,iPhone,15,Austria,40,Republic of Austria,iOS,-1.0,,-1,Max,3.0,,CULtpgQcRLhJNBD6,Apple,,,,,,bOZFC6iYPut7,,iPhone,15,iOS,,Max,,,,90.0
CA,CAN,Yes,Apple,,,71166.0,auto,1703220962159,Swipe,🇨🇦,,Null,en,,iPhone,16,Canada,124,,iOS,-1.0,,,X,7.0,,0qHsECLhfA8HHukD,Apple,,,,,,fH4o4M01jfsR,,iPhone,16,iOS,,X,,,,38.0
BE,BEL,Yes,Apple,,,70251.0,auto,1703221028846,App Closed,🇧🇪,,Null,en,Home Screen,iPhone,10,Belgium,56,Kingdom of Belgium,iOS,34.0,,,Max,7.0,,dSSCRg7aw4X2na79,Apple,,,,,,dlCxVB7X9WOw,,iPhone,10,iOS,,Max,,,,88.0
CA,CAN,Yes,Apple,,,39494.0,auto,1703221209026,App Closed,🇨🇦,,Null,es,Content Page,iPhone,16,Canada,124,,iOS,34.0,,-1,X,0.0,,0qHsECLhfA8HHukD,Apple,,,,,,fH4o4M01jfsR,,iPhone,16,iOS,,X,,,,67.0
BE,BEL,Yes,Apple,,,56215.0,auto,1703221325107,Content Shared,🇧🇪,,Null,es,,iPhone,10,Belgium,56,Kingdom of Belgium,iOS,8.0,,,Max,4.0,Checked Notifications,dSSCRg7aw4X2na79,Apple,,,,,,dlCxVB7X9WOw,,iPhone,10,iOS,,Max,,,,85.0
BE,BEL,Yes,Apple,,,30734.0,auto,1703221434255,Swipe,🇧🇪,,Null,en,Home Screen,iPhone,10,Belgium,56,Kingdom of Belgium,iOS,8.0,,,Max,4.0,Searched,dSSCRg7aw4X2na79,Apple,,,,,,dlCxVB7X9WOw,,iPhone,10,iOS,,Max,,,,92.0
CA,CAN,Yes,Apple,,,56220.0,auto,1703221494651,Content Viewed,🇨🇦,,Null,es,Home Screen,iPhone,16,Canada,124,,iOS,-1.0,,-1,X,1.0,Clicked Advertisement,0qHsECLhfA8HHukD,Apple,,,,,,fH4o4M01jfsR,,iPhone,16,iOS,,X,,,,80.0
BE,BEL,Yes,Apple,,,54271.0,auto,1703221630078,Content Viewed,🇧🇪,,Null,es,,iPhone,10,Belgium,56,Kingdom of Belgium,iOS,3.0,,-1,Max,0.0,,dSSCRg7aw4X2na79,Apple,,,,,,dlCxVB7X9WOw,,iPhone,10,iOS,,Max,,,,24.0
BE,BEL,Yes,Apple,,,86176.0,auto,1703221792692,Content Viewed,🇧🇪,,Null,en,Notifications,iPhone,10,Belgium,56,Kingdom of Belgium,iOS,-1.0,,,Max,5.0,,dSSCRg7aw4X2na79,Apple,,,,,,dlCxVB7X9WOw,,iPhone,10,iOS,,Max,,,,51.0
BE,BEL,Yes,Apple,,,67568.0,auto,1703221799277,Click,🇧🇪,,Null,es,,iPhone,13,Belgium,56,Kingdom of Belgium,iOS,-1.0,,,Max,1.0,,is3FOyN7UWcCDDCB,Apple,,,,,,dvC8sDlYUk4M,,iPhone,13,iOS,,Max,,,,51.0
CA,CAN,Yes,Apple,,,85445.0,auto,1703221898957,Long Press,🇨🇦,,Null,es,,iPhone,16,Canada,124,,iOS,8.0,,-1,X,0.0,,0qHsECLhfA8HHukD,Apple,,,,,,fH4o4M01jfsR,,iPhone,16,iOS,,X,,,,29.0
BE,BEL,Yes,Apple,,,57400.0,auto,1703221959853,Content Shared,🇧🇪,,Null,es,Feed,iPhone,8,Belgium,56,Kingdom of Belgium,iOS,8.0,,,X,0.0,,kql7PJPvPj0UJYFE,Apple,,,,,,cQbPoB60nhNB,,iPhone,8,iOS,,X,,,,66.0
BE,BEL,Yes,Apple,,,48491.0,auto,1703221983693,Scroll,🇧🇪,,Null,es,,iPhone,10,Belgium,56,Kingdom of Belgium,iOS,34.0,,,Max,9.0,Toggled Dark Mode,dSSCRg7aw4X2na79,Apple,,,,,,dlCxVB7X9WOw,,iPhone,10,iOS,,Max,,,,28.0
BE,BEL,Yes,Apple,,,54789.0,auto,1703222157558,Long Press,🇧🇪,,Null,en,Profile,iPhone,10,Belgium,56,Kingdom of Belgium,iOS,3.0,,,Max,5.0,Shared Content,dSSCRg7aw4X2na79,Apple,,,,,,dlCxVB7X9WOw,,iPhone,10,iOS,,Max,,,,59.0
AT,AUT,Yes,Apple,,,27792.0,auto,1703222355340,Long Press,🇦🇹,,Null,en,,iPhone,15,Austria,40,Republic of Austria,iOS,3.0,,,Max,7.0,,CULtpgQcRLhJNBD6,Apple,,,,,,bOZFC6iYPut7,,iPhone,15,iOS,,Max,,,,95.0
CA,CAN,Yes,Apple,,,39352.0,auto,1703222419348,Scroll,🇨🇦,,Null,en,,iPhone,16,Canada,124,,iOS,-1.0,,-1,X,5.0,Checked Notifications,0qHsECLhfA8HHukD,Apple,,,,,,fH4o4M01jfsR,,iPhone,16,iOS,,X,,,,83.0
CA,CAN,Yes,Apple,,,97899.0,auto,1703222518944,App Closed,🇨🇦,,Null,en,,iPhone,16,Canada,124,,iOS,-1.0,,,X,2.0,,0qHsECLhfA8HHukD,Apple,,,,,,fH4o4M01jfsR,,iPhone,16,iOS,,X,,,,85.0
CA,CAN,Yes,Apple,,,47367.0,auto,1703222537176,App Opened,🇨🇦,,Null,es,Home Screen,iPhone,16,Canada,124,,iOS,8.0,,,X,1.0,Clicked Advertisement,0qHsECLhfA8HHukD,Apple,,,,,,fH4o4M01jfsR,,iPhone,16,iOS,,X,,,,26.0
CA,CAN,Yes,Apple,,,59159.0,auto,1703222562355,App Opened,🇨🇦,,Null,es,Settings,iPhone,16,Canada,124,,iOS,-1.0,,,X,1.0,Checked Notifications,0qHsECLhfA8HHukD,Apple,,,,,,fH4o4M01jfsR,,iPhone,16,iOS,,X,,,,49.0
BE,BEL,Yes,Apple,,,10750.0,auto,1703222600842,Content Shared,🇧🇪,,Null,en,Feed,iPhone,10,Belgium,56,Kingdom of Belgium,iOS,-1.0,,,Max,0.0,,dSSCRg7aw4X2na79,Apple,,,,,,dlCxVB7X9WOw,,iPhone,10,iOS,,Max,,,,78.0
CA,CAN,Yes,Apple,,,39583.0,auto,1703222686781,Scroll,🇨🇦,,Null,en,,iPhone,16,Canada,124,,iOS,3.0,,,X,8.0,,0qHsECLhfA8HHukD,Apple,,,,,,fH4o4M01jfsR,,iPhone,16,iOS,,X,,,,24.0
BE,BEL,Yes,Apple,,,90906.0,auto,1703222803440,Scroll,🇧🇪,,Null,en,Search Results,iPhone,10,Belgium,56,Kingdom of Belgium,iOS,8.0,,,Max,9.0,Checked Notifications,dSSCRg7aw4X2na79,Apple,,,,,,dlCxVB7X9WOw,,iPhone,10,iOS,,Max,,,,41.0
AT,AUT,Yes,Apple,,,35700.0,auto,1703222906071,Click,🇦🇹,,Null,es,,iPhone,9,Austria,40,Republic of Austria,iOS,34.0,,-1,Max,3.0,Viewed Article,nEd3jqmnL7eOoOgq,Apple,,,,,,aOPLgUFvuqXw,,iPhone,9,iOS,,Max,,,,26.0
AT,AUT,Yes,Apple,,,3584.0,auto,1703222967098,Content Shared,🇦🇹,,Null,es,Profile,iPhone,15,Austria,40,Republic of Austria,iOS,34.0,,,Max,2.0,,CULtpgQcRLhJNBD6,Apple,,,,,,bOZFC6iYPut7,,iPhone,15,iOS,,Max,,,,81.0
CA,CAN,Yes,Apple,,,22518.0,auto,1703223174552,Click,🇨🇦,,Null,en,,iPhone,16,Canada,124,,iOS,8.0,,,X,1.0,Viewed Article,0qHsECLhfA8HHukD,Apple,,,,,,fH4o4M01jfsR,,iPhone,16,iOS,,X,,,,74.0
BE,BEL,Yes,Apple,,,79092.0,auto,1703223208724,Search Initiated,🇧🇪,,Null,en,Content Page,iPhone,10,Belgium,56,Kingdom of Belgium,iOS,34.0,,,Max,4.0,,dSSCRg7aw4X2na79,Apple,,,,,,dlCxVB7X9WOw,,iPhone,10,iOS,,Max,,,,45.0
BE,BEL,Yes,Apple,,,65922.0,auto,1703223227604,Search Initiated,🇧🇪,,Null,en,Settings,iPhone,10,Belgium,56,Kingdom of Belgium,iOS,8.0,,,Max,3.0,,dSSCRg7aw4X2na79,Apple,,,,,,dlCxVB7X9WOw,,iPhone,10,iOS,,Max,,,,53.0
AT,AUT,Yes,Apple,,,35806.0,auto,1703223412816,Swipe,🇦🇹,,Null,en,Feed,iPhone,9,Austria,40,Republic of Austria,iOS,-1.0,,,Max,4.0,Viewed Article,nEd3jqmnL7eOoOgq,Apple,,,,,,aOPLgUFvuqXw,,iPhone,9,iOS,,Max,,,,76.0
CA,CAN,Yes,Apple,,,30433.0,auto,1703223519634,Double Tap,🇨🇦,,Null,en,,iPhone,16,Canada,124,,iOS,3.0,,,X,5.0,,0qHsECLhfA8HHukD,Apple,,,,,,fH4o4M01jfsR,,iPhone,16,iOS,,X,,,,93.0
CA,CAN,Yes,Apple,,,32786.0,auto,1703223634343,Content Shared,🇨🇦,,Null,es,Notifications,iPhone,16,Canada,124,,iOS,3.0,,,X,1.0,,0qHsECLhfA8HHukD,Apple,,,,,,fH4o4M01jfsR,,iPhone,16,iOS,,X,,,,94.0
CZ,CZE,Yes,Apple,,,52349.0,auto,1703223638736,App Opened,🇨🇿,,Null,en,,iPhone,11,Czechia,203,Czech Republic,iOS,3.0,,-1,Pro,6.0,,UtIU47M727ncb7ye,Apple,,,,,,jorswoMlYrJb,,iPhone,11,iOS,,Pro,,,,22.0
CA,CAN,Yes,Apple,,,96249.0,auto,1703223649796,App Opened,🇨🇦,,Null,en,Search Results,iPhone,16,Canada,124,,iOS,-1.0,,,X,6.0,,0qHsECLhfA8HHukD,Apple,,,,,,fH4o4M01jfsR,,iPhone,16,iOS,,X,,,,95.0
BE,BEL,Yes,Apple,,,93952.0,auto,1703223701634,Click,🇧🇪,{{ga-sid}},Null,es,,iPhone,8,Belgium,56,Kingdom of Belgium,iOS,8.0,,-1,X,2.0,,kql7PJPvPj0UJYFE,Apple,,,,,,cQbPoB60nhNB,,iPhone,8,iOS,,X,,,,55.0
AT,AUT,Yes,Apple,,,65268.0,auto,1703223785008,Content Shared,🇦🇹,,Null,en,Feed,iPhone,15,Austria,40,Republic of Austria,iOS,8.0,,,Max,0.0,,CULtpgQcRLhJNBD6,Apple,,,,,,bOZFC6iYPut7,,iPhone,15,iOS,,Max,,,,22.0
CZ,CZE,Yes,Apple,,,81755.0,auto,1703223910564,App Opened,🇨🇿,{{ga-sid}},Null,es,,iPhone,11,Czechia,203,Czech Republic,iOS,3.0,,,Pro,4.0,,UtIU47M727ncb7ye,Apple,,,,,,jorswoMlYrJb,,iPhone,11,iOS,,Pro,,,,80.0
CZ,CZE,Yes,Apple,,,69325.0,auto,1703223972545,Click,🇨🇿,,Null,en,,iPhone,11,Czechia,203,Czech Republic,iOS,-1.0,,,Pro,5.0,,UtIU47M727ncb7ye,Apple,,,,,,jorswoMlYrJb,,iPhone,11,iOS,,Pro,,,,90.0
CA,CAN,Yes,Apple,,,37314.0,auto,1703223978396,App Opened,🇨🇦,,Null,en,,iPhone,16,Canada,124,,iOS,34.0,,,X,0.0,,0qHsECLhfA8HHukD,Apple,,,,,,fH4o4M01jfsR,,iPhone,16,iOS,,X,,,,75.0
BE,BEL,Yes,Apple,,,70747.0,auto,1703224079132,Content Viewed,🇧🇪,{{ga-sid}},Null,es,,iPhone,10,Belgium,56,Kingdom of Belgium,iOS,-1.0,,,Max,6.0,,dSSCRg7aw4X2na79,Apple,,,,,,dlCxVB7X9WOw,,iPhone,10,iOS,,Max,,,,29.0
CA,CAN,Yes,Apple,,,43242.0,auto,1703224276941,Search Initiated,🇨🇦,,Null,en,Search Results,iPhone,16,Canada,124,,iOS,8.0,,,X,2.0,Shared Content,0qHsECLhfA8HHukD,Apple,,,,,,fH4o4M01jfsR,,iPhone,16,iOS,,X,,,,77.0
AT,AUT,Yes,Apple,,,19036.0,auto,1703224320569,Long Press,🇦🇹,,Null,en,,iPhone,15,Austria,40,Republic of Austria,iOS,3.0,,,Max,9.0,,CULtpgQcRLhJNBD6,Apple,,,,,,bOZFC6iYPut7,,iPhone,15,iOS,,Max,,,,19.0
CZ,CZE,Yes,Apple,,,36356.0,auto,1703224537127,Long Press,🇨🇿,,Null,es,,iPhone,11,Czechia,203,Czech Republic,iOS,34.0,,,Pro,4.0,,UtIU47M727ncb7ye,Apple,,,,,,jorswoMlYrJb,,iPhone,11,iOS,,Pro,,,,24.0
AT,AUT,Yes,Apple,,,52293.0,auto,1703224749088,Double Tap,🇦🇹,,Null,en,Content Page,iPhone,15,Austria,40,Republic of Austria,iOS,-1.0,,,Max,8.0,,CULtpgQcRLhJNBD6,Apple,,,,,,bOZFC6iYPut7,,iPhone,15,iOS,,Max,,,,61.0
AT,AUT,Yes,Apple,,,82385.0,auto,1703224872584,Search Initiated,🇦🇹,,Null,en,,iPhone,15,Austria,40,Republic of Austria,iOS,8.0,,,Max,7.0,,CULtpgQcRLhJNBD6,Apple,,,,,,bOZFC6iYPut7,,iPhone,15,iOS,,Max,,,,95.0
BE,BEL,Yes,Apple,,,7665.0,auto,1703224956346,Scroll,🇧🇪,,Null,es,,iPhone,10,Belgium,56,Kingdom of Belgium,iOS,8.0,,,Max,8.0,,dSSCRg7aw4X2na79,Apple,,,,,,dlCxVB7X9WOw,,iPhone,10,iOS,,Max,,,,68.0
BE,BEL,Yes,Apple,,,24323.0,auto,1703225045259,Search Initiated,🇧🇪,,Null,es,Content Page,iPhone,8,Belgium,56,Kingdom of Belgium,iOS,-1.0,,,X,7.0,Viewed User Profile,kql7PJPvPj0UJYFE,Apple,,,,,,cQbPoB60nhNB,,iPhone,8,iOS,,X,,,,90.0
BE,BEL,Yes,Apple,,,66814.0,auto,1703225165972,Click,🇧🇪,,Null,es,,iPhone,10,Belgium,56,Kingdom of Belgium,iOS,-1.0,,,Max,2.0,Toggled Dark Mode,dSSCRg7aw4X2na79,Apple,,,,,,dlCxVB7X9WOw,,iPhone,10,iOS,,Max,,,,55.0
CA,CAN,Yes,Apple,,,69793.0,auto,1703225189434,Content Viewed,🇨🇦,,Null,en,Home Screen,iPhone,16,Canada,124,,iOS,34.0,,,X,9.0,Viewed Article,0qHsECLhfA8HHukD,Apple,,,,,,fH4o4M01jfsR,,iPhone,16,iOS,,X,,,,35.0
BE,BEL,Yes,Apple,,,40350.0,auto,1703225282182,Click,🇧🇪,,Null,en,Notifications,iPhone,8,Belgium,56,Kingdom of Belgium,iOS,-1.0,,-1,X,2.0,,kql7PJPvPj0UJYFE,Apple,,,,,,cQbPoB60nhNB,,iPhone,8,iOS,,X,,,,27.0
CZ,CZE,Yes,Apple,,,78703.0,auto,1703225284804,App Closed,🇨🇿,,Null,en,,iPhone,11,Czechia,203,Czech Republic,iOS,-1.0,,,Pro,1.0,Toggled Dark Mode,UtIU47M727ncb7ye,Apple,,,,,,jorswoMlYrJb,,iPhone,11,iOS,,Pro,,,,90.0
BE,BEL,Yes,Apple,,,39219.0,auto,1703225299189,App Opened,🇧🇪,,Null,es,,iPhone,10,Belgium,56,Kingdom of Belgium,iOS,-1.0,,,Max,4.0,Viewed Article,dSSCRg7aw4X2na79,Apple,,,,,,dlCxVB7X9WOw,,iPhone,10,iOS,,Max,,,,79.0
